actors,director,genre,imdb_rating,just_rating,opening_date,posterLink,runtime,synopsis,title_kor
"JamesMacDonald,PintoColvig",CharlesA.Nichols,코미디,67%,67%,1953,https://images.justwatch.com/poster/209260280/s592,7min,"Mickey and Pluto go fishing. Pluto has a run-in with a clam, who eventually lodges in Pluto's mouth; Mickey thinks the clam is Pluto's tongue and can't understand why Pluto keeps begging for more food. After they get rid of the clam, Mickey's attempts to use his minnows as bait are thwarted by a hungry seagull; he brings his friends, and they chase our heroes away.",The Simple Things
"BobbyDriscoll,KathrynBeaumont,HansConried,BillThompson,HeatherAngel,PaulCollins,TommyLuske,CandyCandido,TomConway,JuneForay,MargaretKerry,JeffreySilver","WilfredJackson,ClydeGeronimi,HamiltonLuske","판타지,애니메이션,가족",7.3,81%,1953,https://images.justwatch.com/poster/242606420/s592,1시간17분,"행복하고 아름다운 웬디의 집. 그곳엔 상냥한 어머니와 듬직한 아버지, 귀여운 동생 존과 마이클, 그리고 온순한 개 나나가 살고 있다. 별이 밝게 빛나던 어느날 밤, 어머니와 아버지가 파티에 간 사이 웬디의 집에 꿈의 섬에서 고아들과 함께 살고 있다는 피터팬이 찾아온다. 피터팬은 얼마 전 웬디의 방 창문을 기웃거리다가 나나에게 빼앗긴 그림자를 찾으러 온 것이었다. 남몰래 숨어들어 그림자를 찾아내려 했지만, 요리조리 도망치는 그림자를 잡으려다 오히려 웬디에게 들키고 만다. 피터팬의 그림자를 꿰매어준 인연으로 피터와 웬디, 존, 그리고 마이클 모두는 부푼 가슴을 안고 꿈의 섬을 향해 날아가게 된다.",피터 팬
"BarbaraLuddy,LarryRoberts,PeggyLee,BillThompson,BillBaucom,StanFreberg,VernaFelton,AlanReed,GeorgeGivot,DalMcKennon,LeeMillar","ClydeGeronimi,WilfredJackson,HamiltonLuske","로맨스,드라마,애니메이션,코미디,가족",7.3,80%,1955,https://images.justwatch.com/poster/242606015/s592,1시간16분,부잣집에 사는 어여쁜 코커슈파니엘 강아지인 레이디는 주인아저씨와 아줌마의 사랑 속에 행복하게 자라 요조숙녀가 되었다. 그러나 아기가 태어나고 주인부부가 여행을 떠난 사이 집을 봐주러 온 새라 아줌마는 데려온 고양이만 예뻐하고 숙녀를 애완동물 가게에 맡겨버린다. 금세 천덕꾸러기 신세로 전락하고 재갈을 물리는 고통을 당하자 그곳에서 도망친 레이디는 거리의 강아지 트램프를 만나 사랑하는 사이가 된다. 개 수용소에 갇히기도 하는 등 천신만고 끝에 집으로 돌아돌아와 묶여 지내는 레이디. 트램프와 함께 들쥐로부터 아기를 구하게 되는데...,레이디와 트램프
"TommyKirk,DorothyMcGuire,FessParker,KevinCorcoran,JeffYork,BeverlyWashburn,ChuckConnors",RobertStevenson,"서부,드라마,가족",7.3,78%,1957,https://images.justwatch.com/poster/257050430/s592,1시간23분,"어느 날 동생이 길 잃은 활기 넘치는 개 한 마리를 데려오자, 15살 트레비스는 개를 집에서 내쫒으려 한다. 하지만 이 올드 옐러는 곧 가족의 농장을 지켜내고 트레비스의 목숨을 살려주며 자신의 가치를 증명한다.",올드 옐러
"KirkDouglas,JamesMason,PaulLukas,PeterLorre,RobertJ.Wilke,TeddeCorsia,CarletonYoung,J.M.Kerrigan,PercyHelton,GloriaPall,RonNyman,FredGraham,HarryHarvey,CharlesGrodin,HarperGoff,EddieMarr,JohnDaheim,JackStoney,LaurieMitchell",RichardFleischer,"판타지,SF,드라마,가족",7.2,78%,1954,https://images.justwatch.com/poster/244267149/s592,2시간7분,"19세기 후반, 바다는 사람들에게 모험의 공간이자 공포의 대상이었다. 항구를 떠난 많은 배들이 실종되는 사태가 벌어지자, 선원들은 배를 가라앉게 하는 긴 뿔이 달린 거대한 일각고래에 관해 수군대며 항구로 돌아온다. 동물학자 아라낙스 교수와 조교 콘세일, 그리고 전문 고래잡이 네드는 그 미스터리를 풀기 위해 미국 원정단에 합류하는데... 플레이셔의 디즈니 시기를 대표하는 작품으로, 질 베르너의 원작 소설을 가장 완벽하게 영화화한 작품으로 손꼽힌다.",해저 2만리
"JohnMills,DorothyMcGuire,JamesMacArthur,JanetMunro,SessueHayakawa,TommyKirk,KevinCorcoran,CecilParker,AndyHo,MiltonReid,LarryTaylor",KenAnnakin,"가족,액션",7.2,77%,1960,https://images.justwatch.com/poster/181644179/s592,2시간6분,"나폴레옹의 야심으로 전쟁의 소용돌이에 휩싸인 유럽 대륙을 피해 새로운 땅 뉴기니를 찾아 항해하던 스위스의 한 가족은 해적에 뒤쫓기던 중 폭풍 속에 배는 난파되고 일가족은 근처 무인도에 비상 상륙한다. 세 아들과 함께 무인도에 고립된 로빈슨 부부는 난파선에서 가축이며 살림살이 등 생활에 필요한 것들을 실어 내오고 야생동물을 피해 나무 위에 집을 짓는 등 로빈슨 크루소에 버금가는 감탄할만한 지혜들을 무궁무진 펼쳐 보인다. 얼마 후 로빈슨 부부는 두 아들에게 섬 주변을 탐색할 기회를 주고, 이 들은 어느 해변에서 할아버지 선장과 함께 해적에게 잡혀 있던 한 소년을 구출하고, 그 애가 남장 소녀, 로베르타임을 알게 되면서 섬을 가로질러 돌아가는 험난한 여정 끝에 집으로 돌아온다. 새로운 식구를 맞은 로빈슨 가족은 잠시 평화를 찾지만 두 형제는 로베르타의 사랑을 놓고 팽팽한 라이벌 관계에 놓이고, 가족들은 포로, 로베르타를 빼앗긴 해적들이 공격해 올 것에 대비해 각종 지략을 동원한 기발한 장애물들을 설치하고 무기를 만든다. 드디어 해적과의 결전의 날이 오고 철저히 준비한 로빈슨 가족의 장애물들이 차례로 효과를 발휘한다. 그러나 끈질기게 공격해 들어오는 해적들에게 당할 위기에 처하고 그 순간 로베르타의 할아버지인 선장이 이끄는 배가 포를 쏘며 출현하여 남은 해적들은 혼비백산 도망친다. 선장은 로빈슨 가족에게 유럽으로 돌아가던가 뉴기니로 데려다주겠다고 제안하지만 공부를 하기 위해 런던으로 떠나겠다는 둘째 아들만 제외하고 모두 진정한 행복을 가르쳐 준 이 섬에 그대로 남기를 원한다.",로빈슨 가족
"MaryCosta,BillShirley,EleanorAudley,VernaFelton,BarbaraLuddy,BarbaraJoAllen,TaylorHolmes,BillThompson,MarvinMiller",ClydeGeronimi,"판타지,코미디,가족,로맨스,애니메이션,MadeinEurope",7.3,79%,1959,https://images.justwatch.com/poster/263577196/s592,1시간15분,"오랜 기다림 끝에 스테판 왕과 왕비 사이에 오로라 공주가 태어난다. 왕은 이 날을 축제일로 정하고 온 왕국은 기쁨에 들떠 있다. 요정 프로라, 포나, 메리웨더는 아기에게 한가지씩 축복을 내려준다. 프로라는 아름다움을, 포나는 고운 목소리를, 그리고 메리웨더가 영원히 행복하라고 축복을 내리려는 순간, 축제에 초대 받지 못한 데 앙심을 품은 악의 요정 멀레피센트가 나타나 공주가 16세 생일날 물레바늘에 손가락이 찔려 죽을 것이라는 저주를 내리고 사라진다. 왕은 공주에게 닥쳐올 재앙을 막고자 나라안의 모든 물레를 불태우라고 명령을 내리고, 요정들은 마녀의 눈을 피해 숲속에서 공주를 기르도록 왕비를 설득하는데...",잠자는 숲속의 공주
"RodTaylor,J.PatO'Malley,BettyLouGerson,MarthaWentworth,BenWright,CateBauer,DavidFrankham,FrederickWorlock,LisaDavis,TomConway,TudorOwen,GeorgePelling,RamsayHill,SylviaMarriott,QueenieLeonard,MarjorieBennett,MickeyMaga,BarbaraBeaird,MimiGibson,SandraAbbott,ThurlRavenscroft,BillLee,MaxSmith,BobStevens,PaulWexler,MaryWickes,BarbaraLuddy,LisaDaniels,HeleneStanley,DonBarclay,DalMcKennon,JeanneBruns","WolfgangReitherman,HamiltonLuske,ClydeGeronimi","코미디,가족,애니메이션",7.3,81%,1961,https://images.justwatch.com/poster/242608024/s592,1시간19분,"연애도, 사랑도 하지 않고 매일 작곡만 하는 로저는 영리한 달마티아 개 퐁고의 작전으로 도도한 여성 아니타와 사랑에 빠지게 되고, 결국 결혼에 성공한다. 퐁고 역시 아니타의 애완견인  페르디타와 결혼한다.  페르디타는 곧 15마리의 강아지를 낳는다. 한편 아니타의 동창이자 엄청난 부자인  크루엘라는 모피라면 정신을 차리지 못하는 악녀로, 아름다운 달마티아 개의 가죽을 모피로 만들기 위해 새끼 강아지들을 납치한다.구출 작전에 돌입한 퐁고와 페르디타는 크루엘라의 낡은 성에서 자신들의 새끼 15마리 외에도 이미 잡혀와 있던 84마리의 새끼 달마티아 개들을 발견하는데...",101마리의 달마시안 개
"JamesMacDonald,DessieFlynn,ClarenceNash,RuthClifford,PintoColvig",JackHannah,"애니메이션,코미디,가족",78%,78%,1952,https://images.justwatch.com/poster/162201712/s592,7min,"Pluto comes bounding outside to help Mickey get a Christmas tree. Chip 'n Dale see him and make fun of him, but the tree they take refuge in is the one Mickey chops down. They like the decorations, especially the candy canes and Mickey's bowl of mixed nuts. But Pluto spots them and goes after them long before Mickey spots them. Minnie, Donald, and Goofy drop by to sing carols.",Pluto's Christmas Tree
"SterlingHolloway,JuneForay,StanFreberg,JamesMacDonald",JackHannah,애니메이션,76%,76%,1952,https://images.justwatch.com/poster/35395773/s592,8min,"Disney Legend Sterling Holloway narrates this classic animated short. A mix-up by Mr. Stork finds a little lion cub in the care of a gentle flock of sheep. Doted on by his mother, but teased by the other lambs, Lambert soon grows to become a massive lion, but as shy and gentle as the ewe who raised him. When a hungry wolf begins to stalk the herd, will Lambert find the courage to protect his mama?",Lambert the Sheepish Lion
"ÉmileGenest,JohnDrainie,SandraScott,JanRubeš,TommyTweed,SymeJago,MarionFinlayson,RonaldCohoon,RobertChristie,BethLockerbie,IrénaMayeska,BethAmos,EricClavering,RexAllen,SynCat,Muffy,Rink",FletcherMarkle,"가족,액션,드라마,코미디",7.1,75%,1963,https://images.justwatch.com/poster/63292272/s592,1시간20분,개 두 마리와 고양이 한 마리가 주인을 찾아 떠나는 이야기,머나먼 여정
,,,,,,,,,
"SebastianCabot,KarlSwenson,JuniusMatthews,NormanAlden,RickieSorensen,GinnyTyler,MarthaWentworth,AlanNapier,RichardReitherman,RobertReitherman,MelBlanc,BarbaraJoAllen,CandyCandido,JamesMacDonald,TudorOwen,ThurlRavenscroft",WolfgangReitherman,"애니메이션,코미디,가족,판타지",7.2,80%,1963,https://images.justwatch.com/poster/2981562/s592,1시간19분,"영국의 왕이 후계자를 남기지 못한 채 죽는다. 바위에서 전설의 검 엑스칼리버를 뽑는 자가 왕이 될 것이라는 예언에 따라 수많은 사람들이 칼을 뽑으려 하지만 그 누구도 성공하지 못하고, 전설의 검 엑스칼리버는 점차 사람들의 기억 속에서 잊혀진다. 한편 숲속에 사는 마법사 멀린의 제자 아더는 엑토르 경의 성에서 종자 노릇을 한다. 꿈을 크게 가지라는 멀린의 충고에도 어린 아더는 아직 우유부단하기만 하다. 새해 첫날 새로운 왕을 뽑기 위한 대회가 열리고, 대회에 종자로 따라온 아더는 칼을 잃어버린 뒤 바위에 꽂힌 칼을 빼어 갖다주게 되는데...",아더왕의 검
"JulieAndrews,ChristopherPlummer,EleanorParker,RichardHaydn,PeggyWood,CharmianCarr,HeatherMenzies,NicholasHammond,DuaneChase,AngelaCartwright,DebbieTurner,KymKarath,AnnaLee,PortiaNelson,BenWright,DanielTruhitte,NormaVarden,GilchristStuart,MarniNixon,EvadneBaker,DorisLloyd,AdaBethLee,DoreenTryden,BertStevens,GertrudeAstor,FrankBaker,BillLee,LeodaRichards",RobertWise,"드라마,로맨스,가족",8.0,86%,1965,https://images.justwatch.com/poster/239524540/s592,2시간55분,"알프스의 아름다운 자연에 둘러싸인 오스트리아의 잘츠부르크 수도원. 음악을 사랑하는 말괄량이 견습 수녀 마리아는 원장 수녀의 권유로 해군 명문 집안 폰 트랩가의 가정교사가 된다. 마리아는 좀처럼 마음의 문을 열지 않는 폰 트랩가의 일곱 아이들에게 노래를 가르치며 점차 교감하게 되고, 엄격한 폰 트랩 대령 역시 마음의 문을 열게 된다. 그러던 어느 날, 마리아는 자신이 폰 트랩 대령을 사랑하고 있다는 사실을 깨닫게 되고, 자신만의 비밀을 간직한 채 아이들의 곁을 떠나 다시 수녀원에 들어가기로 결심하는데...",사운드 오브 뮤직
"ElizabethTaylor,RichardBurton,RexHarrison,PamelaBrown,GeorgeCole,HumeCronyn,CesareDanova,KennethHaigh,AndrewKeir,MartinLandau,RoddyMcDowall,RobertStephens,FrancescaAnnis,GrégoireAslan,MartinBenson,JohnDoucette,MichaelHordern,JohnHoyt,CarrollO'Connor,AndrewFaulds,MichaelGwynn,PeterGrant,MarneMaitland,RichardO'Sullivan,GwenWatford,DouglasWilmer,MarieDevereux,HerbertBerghof,JacquelineChan,IsabelCooley,MikeSteen,FinlayCurrie",JosephL.Mankiewicz,"로맨스,드라마,역사,MadeinEurope",7.0,78%,1963,https://images.justwatch.com/poster/10612121/s592,4시간8분,"위대한 이집트가 시저의 손에 들어가고 그곳의 여왕 클레오파트라는 시저와 뜨거운 사랑에 빠진다. 호탕한 성격에 치밀한 두뇌를 지닌 시저는 이집트를 통치하며 문제없이 잘 이끌어 가던 중, 그를 시기하던 지하 세력에 의해 조종된 자신의 아들 부르터스의 칼에 맞아 비극적인 삶을 마감한다. 이런 혼란을 틈타 지하세력은 이집트를 삼키려 하지만 안토니우스의 재치와 용기로 다시 이집트는 평정을 되찾는다. 그리고 안토니우스는 클레오파트라의 신임과 사랑을 얻게 된다. 그러나 적국의 공격과 계속되는 간신들의 모반 속에 안토니우스 역시 혼란에 빠지고 클레오파트라는 자결을 결심한다.",클레오파트라
"BarbraStreisand,WalterMatthau,MichaelCrawford,LouisArmstrong,MarianneMcAndrew,TommyTune,E.J.Peaker,DavidHurst,FritzFeld,J.PatO'Malley,SanitaPelkey,MichaelMark,JoyceAmes,DannyLockin,DavidAhdar,RutanyaAlda,JeannieEpper,WilliamBenedict,JudyKnaiz,RichardCollier,ScatmanCrothers",GeneKelly,"로맨스,코미디",7.1,77%,1969,https://images.justwatch.com/poster/65576659/s592,2시간26분,"1890년 뉴욕 시, 중매쟁이로 이름 높은 돌리는 사별한 후 혼자 살고 있는 여인. 아름답고 밝은 성격, 사람들의 문제를 도와주는 해결사지만 정작 자신은 너무 외롭게 살아가고 있다. 욘커스에서 비료사업을 하고 있는 구두쇠에 고집불통 반더겔더는 조카 에멘가드가 빈털터리 예술가 앰브로스와 사랑에 빠지자 돌리에게 조카의 중매를 맡긴다. 그리고 반더겔더 또한 돌리가 소개 시켜준 모자 가게의 몰로이에게 청혼하러 뉴욕으로 갈 예정이었다.  한편, 반더겔더의 가게에서 일하는 해클과 터커는 반더겔더가 없는 틈을 타 뉴욕구경을 하기로 결심하고 돌리는 모자가게 몰로이에게 찾아가 보라며 그들을 부추긴다. 마음속에 반더겔더를 담고 있었던 돌리는 몰로이와 반더겔더를 교묘히 떼어놓을 생각이었던 것. 모자가게로 찾아온 해클은 한눈에 몰로이에게 한눈에 반하고 마는데...","헬로, 돌리!"
